FCID	Date	Machine	Read Type	Path
HAWRGADXX	09-30-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-30-2014_HiSeq_ChIP_flowcellB_HAWRGADXX_PE_Rapid.txt
311DGAAXX	06-29-2009	N/A	PE	/mnt/tscc/bil022/RenSix/txt/06-29-2009_Peter_PE_flowcell_311DGAAXX_PE.txt
61ECKAAXX	02-05-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-05-2010_Peter_flowcell_61ECKAAXX_SR.txt
615WVAAXX	01-25-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-25-2010_Sarah_flowcell_615WVAAXX_SR.txt
62PRCAAXX	12-02-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-02-2010_Sarah_flowcell_62PRCAAXX_SR.txt
AAAKJW5M5	05-12-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/05-12-2020_NextSeq2000_flowcell_AAAKJW5M5_PE_P2.txt
HF52YBBXX	09-08-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-08-2016_HiSeq_DIP_flowcellB_HF52YBBXX_PE.txt
H9L90ADXX	06-24-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-24-2014_HiSeq_ChIP_flowcellA_H9L90ADXX_SR_Rapid.txt
61CL5AAXX	01-27-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-27-2010_Sarah_flowcell_61CL5AAXX_SR.txt
C15W7ACXX	12-04-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-04-2012_HiSeq_Fish_flowcellA_C15W7ACXX_SR.txt
HF7LLBCXX	10-23-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-23-2015_HiSeq_ChIP_flowcellA_HF7LLBCXX_SR_Rapid.txt
AAAKGHWM5	05-19-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/05-19-2020_NextSeq2000_flowcell_AAAKGHWM5_PE_P2.txt
42J8DAAXX	08-21-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-21-2009_Peter_flowcell_42J8DAAXX_SR.txt
H8KDDADXX	04-01-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-01-2014_HiSeq_ChIP_flowcellB_H8KDDADXX_SR_Rapid.txt
42VKYAAXX	09-24-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-24-2009_Peter_flowcell_42VKYAAXX_SR.txt
80J8PABXX	11-02-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-02-2010_HiSeq_flowcellA_80J8PABXX_SR.txt
D0CMNABXX	08-24-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-24-2011_HiSeq_flowcellA_D0CMNABXX_SR.txt
HBFB5ADXX	11-20-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-20-2014_HiSeq_ChIP_flowcellA_HBFB5ADXX_PE_Rapid.txt
HGYFMBCXX	01-11-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-11-2016_HiSeq_ChIP_flowcellA_HGYFMBCXX_PE_Rapid.txt
80GJGABXX	11-17-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-17-2010_HiSeq_flowcellB_80GJGABXX_SR.txt
H3NJGBBXX	09-17-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-17-2015_HiSeq_Dip_flowcellB_H3NJGBBXX_PE.txt
HFVC7BBXX	10-31-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-31-2016_HiSeq_DIP_flowcellA_HFVC7BBXX_PE.txt
H7HVCBBXX	09-07-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-07-2016_HiSeq_DIP_flowcellA_H7HVCBBXX_SR.txt
H5VCMBBXX	04-05-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-05-2016_HiSeq_Dip_flowcellA_H5VCMBBXX_SR.txt
H5KYLBCXX	12-15-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-15-2016_HiSeq_ChIP_flowcellB_H5KYLBCXX_SR_Rapid.txt
HY32KCBX2	08-01-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-01-2019_HiSeq_ChIP_flowcellA_HY32KCBX2_PE_Rapid.txt
43156AAXX	11-05-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-05-2009_Peter_flowcell_43156AAXX_SR.txt
HJ3GJBCXX	05-30-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-30-2018_HiSeq_ChIP_flowcellA_HJ3GJBCXX_PE_Rapid.txt
622FEAAXX	06-27-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-27-2010_Sarah_flowcell_622FEAAXX_SR.txt
D0YAPACXX	05-24-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-24-2012_HiSeq_Fish_flowcellA_D0YAPACXX_SR.txt
HBBURADXX	12-11-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-11-2014_HiSeq_ChIP_flowcellA_HBBURADXX_PE_Rapid.txt
H7HT3BBXX	05-10-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-10-2016_HiSeq_DIP_flowcellB_H7HT3BBXX_PE.txt
C16BPACXX	01-23-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-23-2013_HiSeq_ChIP_flowcellA_C16BPACXX_SR.txt
HKLCMBCXX	07-26-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-26-2018_HiSeq_ChIP_flowcellB_HKLCMBCXX_PE_Rapid.txt
D10E8ACXX	06-27-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-27-2012_HiSeq_ChIP_flowcellA_D10E8ACXX_SR.txt
HAF0UADXX	09-11-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-11-2014_HiSeq_ChIP_flowcellA_HAF0UADXX_PE_Rapid.txt
61MY0AAXX	06-01-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-01-2010_Sarah_flowcell_61MY0AAXX_SR.txt
61MYPAAXX	06-02-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-02-2010_Peter_flowcell_61MYPAAXX_SR.txt
C5K9LACXX	12-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2014_HiSeq_Fish_flowcellB_C5K9LACXX_SR.txt
C057WACXX	11-07-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-07-2011_HiSeq_flowcellB_C057WACXX_SR.txt
H9KYAADXX	09-09-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2014_HiSeq_ChIP_flowcellA_H9KYAADXX_SR_Rapid.txt
634VCAAXX	05-05-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-05-2011_Sarah_flowcell_634VCAAXX_SR.txt
HK7KYBCXX	08-09-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-09-2017_HiSeq_ChIP_flowcellB_HK7KYBCXX_SR_Rapid.txt
HFFFVBBXX	07-18-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-18-2016_HiSeq_DIP_flowcellA_HFFFVBBXX_PE.txt
30RLWAAXX	01-14-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-14-2009_Sarah_flowcell_30RLWAAXX_SR.txt
HHJMYBCXX	04-24-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-24-2018_HiSeq_ChIP_flowcellB_HHJMYBCXX_PE_Rapid.txt
H5MLYBCXX	10-27-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-27-2016_HiSeq_ChIP_flowcellA_H5MLYBCXX_PE_Rapid.txt
70KCKAAXX	06-02-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-02-2011_Sarah_flowcell_70KCKAAXX_SR.txt
42F7HAAXX	07-13-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-13-2009_Sarah_flowcell_42F7HAAXX_SR.txt
C0TH4ACXX	06-21-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-21-2012_HiSeq_Fish_flowcellA_C0TH4ACXX_SR.txt
HCHF5BCXX	12-19-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-19-2016_HiSeq_ChIP_flowcellA_HCHF5BCXX_PE_Rapid.txt
H7HTCBBXX	06-02-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-02-2016_HiSeq_DIP_flowcellB_H7HTCBBXX_PE.txt
HBAD6ADXX	11-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-04-2014_HiSeq_ChIP_flowcellA_HBAD6ADXX_PE_Rapid.txt
H92J8ADXX	04-16-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-16-2014_HiSeq_ChIP_flowcellB_H92J8ADXX_SR_Rapid.txt
431E2AAXX	10-23-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-23-2009_Sarah_flowcell_431E2AAXX_SR.txt
64PB3AAXX	07-27-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-27-2011_Sarah_flowcell_64PB3AAXX_SR.txt
301FBAAXX	04-01-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-01-2009_Peter_flowcell_301FBAAXX_SR.txt
42FEPAAXX	06-23-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-23-2009_Peter_flowcell_42FEPAAXX_SR.txt
HWNN2BCXX	08-01-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-01-2016_HiSeq_ChIP_flowcellB_HWNN2BCXX_SR_Rapid.txt
HY5VMAFXF	06-29-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/06-29-2020_NextSeq550_flowcell_HY5VMAFXF_PE_MidOutput.txt
HHMVTBCXX	01-20-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-20-2016_HiSeq_ChIP_flowcellB_HHMVTBCXX_PE_Rapid.txt
81226BXX	12-21-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-21-2010_HiSeq_flowcellA_81226BXX_SR.txt
HGG22BCXX	03-29-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-29-2018_HiSeq_ChIP_flowcellA_HGG22BCXX_PE_Rapid.txt
HGG3GBCXX	04-18-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-18-2018_HiSeq_ChIP_flowcellA_HGG3GBCXX_PE_Rapid.txt
D0CKNACXX	12-14-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-14-2011_HiSeq_flowcellB_D0CKNACXX_SR.txt
431VPAAXX	10-26-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-26-2009_Sarah_flowcell_431VPAAXX_SR.txt
C425EACXX	06-03-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-03-2014_HiSeq_Fish_flowcellA_C425EACXX_PE.txt
HK5YCBGXH	01-21-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/01-21-2020_NextSeq550_flowcell_HK5YCBGXH_PE_HighOutput.txt
C00V5ABXX	06-27-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-27-2011_HiSeq_flowcellA_C00V5ABXX_SR.txt
C0TEJACXX	06-14-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-14-2012_HiSeq_ChIP_flowcellA_C0TEJACXX_SR.txt
313BTAAXX	04-20-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-20-2009_Sarah_flowcell_313BTAAXX_SR.txt
HJ3NYBCXX	05-08-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-08-2018_HiSeq_ChIP_flowcellB_HJ3NYBCXX_PE_Rapid.txt
HKL7YBCXX	08-02-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-02-2018_HiSeq_ChIP_flowcellA_HKL7YBCXX_PE_Rapid.txt
C11BTACXX	08-15-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-15-2012_HiSeq_ChIP_flowcellA_C11BTACXX_SR.txt
H86T2ADXX	03-19-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-19-2014_HiSeq_ChIP_flowcellA_H86T2ADXX_SR_Rapid.txt
H8FTVADXX	02-12-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-12-2014_HiSeq_ChIP_flowcellB_H8FTVADXX_PE_Rapid.txt
HA5T6ADXX	07-29-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-29-2014_HiSeq_ChIP_flowcellA_HA5T6ADXX_PE_Rapid.txt
61F4CAAXX	02-20-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-20-2010_Peter_flowcell_61F4CAAXX_SR.txt
80MR0ABXX	12-03-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-03-2010_HiSeq_flowcellA_80MR0ABXX_SR.txt
C169VACXX	12-18-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-18-2012_HiSeq_Fish_flowcellB_C169VACXX_SR.txt
HVVNVBCXX	01-03-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-03-2018_HiSeq_ChIP_flowcellA_HVVNVBCXX_PE_Rapid.txt
B06U3ABXX	05-06-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-06-2011_HiSeq_flowcellA_B06U3ABXX_PE.txt
H9HGPADXX	05-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-22-2014_HiSeq_ChIP_flowcellB_H9HGPADXX_SR_Rapid.txt
D1BCFACXX	01-29-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-29-2013_HiSeq_Fish_flowcellA_D1BCFACXX_SR.txt
HBBLDADXX	12-22-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-22-2014_HiSeq_ChIP_flowcellB_HBBLDADXX_PE_Rapid.txt
H7KB6ADXX	10-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-11-2013_HiSeq_ChIP_flowcellB_H7KB6ADXX_SR_Rapid.txt
H9HE6ADXX	05-27-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-27-2014_HiSeq_ChIP_flowcellA_H9HE6ADXX_SR_Rapid.txt
D19W5ACXX	12-06-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-06-2012_HiSeq_Fish_flowcellB_D19W5ACXX_SR.txt
204MEABXX	10-11-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-11-2010_HiSeq_flowcellA_204MEABXX_SR.txt
6M7NNAAXX	03-10-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-10-2010_Sarah_flowcell_6M7NNAAXX_SR.txt
H74D1ADXX	09-09-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2013_HiSeq_ChIP_flowcellB_H74D1ADXX_SR_Rapid.txt
H0UE6ADXX	08-22-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-22-2013_HiSeq_ChIP_flowcellA_H0UE6ADXX_PE_Rapid.txt
HAE3AADXX	09-08-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-08-2014_HiSeq_ChIP_flowcellB_HAE3AADXX_PE_Rapid.txt
H7KB4ADXX	10-16-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-16-2013_HiSeq_ChIP_flowcellA_H7KB4ADXX_SR_Rapid.txt
HFNC7ADXX	02-11-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-11-2015_HiSeq_ChIP_flowcellA_HFNC7ADXX_SR_Rapid.txt
D2BDGACXX	08-19-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-19-2013_HiSeq_Fish_flowcellA_D2BDGACXX_SR.txt
61EKWAAXX	01-19-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-19-2010_Sarah_flowcell_61EKWAAXX_SR.txt
H5FCVBBXX	01-14-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-14-2016_HiSeq_Dip_flowcellA_H5FCVBBXX_SR.txt
D14APACXX	07-11-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-11-2012_HiSeq_ChIP_flowcellA_D14APACXX_PE.txt
HBBN4ADXX	12-05-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-05-2014_HiSeq_ChIP_flowcellB_HBBN4ADXX_PE_Rapid.txt
HKZWYBBXX	06-28-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-28-2017_HiSeq_DIP_flowcellB_HKZWYBBXX_SR.txt
AAAKTV35M	08-09-2021	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/08-09-2021_NextSeq2000_flowcell_AAAKTV35M_PE_P2.txt
C03V5ABXX	08-25-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-25-2011_HiSeq_flowcellB_C03V5ABXX_SR.txt
204MFABXX	09-29-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-29-2010_HiSeq_flowcellA_204MFABXX_SR.txt
C11B8ACXX	10-03-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-03-2012_HiSeq_Fish_flowcellA_C11B8ACXX_SR.txt
HAE8EADXX	08-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-27-2014_HiSeq_ChIP_flowcellB_HAE8EADXX_PE_Rapid.txt
811K3ABXX	02-03-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-03-2011_HiSeq_flowcellB_811K3ABXX_SR.txt
HGJ3HCBX2	06-22-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-22-2020_HiSeq_ChIP_flowcellA_HGJ3HCBX2_PE_Rapid.txt
62276AAXX	06-11-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-11-2010_Sarah_flowcell_62276AAXX_SR.txt
H3VLMBCXX	10-19-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-19-2016_HiSeq_ChIP_flowcellB_H3VLMBCXX_PE_Rapid.txt
B02V3AAXX	02-24-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-24-2011_HiSeq_flowcellA_B02V3AAXX_PE.txt
C4YBWACXX	05-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-22-2014_HiSeq_Fish_flowcellB_C4YBWACXX_SR.txt
B07RGABXX	07-21-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-21-2011_HiSeq_flowcellB_B07RGABXX_SR.txt
HLFJKBCXX	08-23-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-23-2018_HiSeq_ChIP_flowcellB_HLFJKBCXX_PE_Rapid.txt
C11BMACXX	10-09-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-09-2012_HiSeq_ChIP_flowcellA_C11BMACXX_SR.txt
622MAAAXX	06-25-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-25-2010_Peter_flowcell_622MAAAXX_SR.txt
HJ5T3BCXX	01-29-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-29-2016_HiSeq_ChIP_flowcellA_HJ5T3BCXX_PE_Rapid.txt
814HBABXX	02-16-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-16-2011_HiSeq_flowcellB_814HBABXX_SR.txt
D0ULEACXX	03-26-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-26-2012_HiSeq_ChIP_flowcellA_D0ULEACXX_PE.txt
HAWREADXX	10-06-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-06-2014_HiSeq_ChIP_flowcellA_HAWREADXX_PE_Rapid.txt
62E2VAAXX	02-7-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-7-2011_Sarah_flowcell_62E2VAAXX_SR.txt
C6TMVACXX	05-07-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-07-2015_HiSeq_Fish_flowcellB_C6TMVACXX_SR.txt
3RMWAAXX	01-13-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-13-2009_Peter_flowcell_3RMWAAXX_SR.txt
H8D7DADXX	02-10-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-10-2014_HiSeq_ChIP_flowcellA_H8D7DADXX_SR_Rapid.txt
HYNJJBCXY	09-11-2019	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-11-2019_HiSeq_ChIP_flowcellB_HYNJJBCXY_SR_Rapid.txt
HA5D5ADXX	07-25-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-25-2014_HiSeq_ChIP_flowcellA_HA5D5ADXX_PE_Rapid.txt
HJ5NNBCXX	02-19-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-19-2016_HiSeq_ChIP_flowcellB_HJ5NNBCXX_PE_Rapid.txt
HFFFYBBXX	08-17-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-17-2016_HiSeq_DIP_flowcellB_HFFFYBBXX_PE.txt
806KFAAXX	11-05-2010	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-05-2010_HiSeq_flowcellA_806KFAAXX_PE.txt
HGFTYBCXX	03-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-20-2018_HiSeq_ChIP_flowcellA_HGFTYBCXX_PE_Rapid.txt
H765GADXX	09-25-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-25-2013_HiSeq_ChIP_flowcellA_H765GADXX_SR_Rapid.txt
D0DUMABXX	08-11-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-11-2011_HiSeq_flowcellA_D0DUMABXX_SR.txt
HGFWTBCXX	04-18-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-18-2018_HiSeq_ChIP_flowcellB_HGFWTBCXX_PE_Rapid.txt
C7WKYACXX	09-09-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2015_HiSeq_ChIP_flowcellA_C7WKYACXX_SR.txt
61GGWAAXX	04-007-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-007-2010_Sarah_flowcell_61GGWAAXX_SR.txt
HJTL2BBXX	06-13-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-13-2017_HiSeq_DIP_flowcellB_HJTL2BBXX_SR.txt
HTKL3CBX2	02-01-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-01-2019_HiSeq_ChIP_flowcellA_HTKL3CBX2_PE_Rapid.txt
HJJCWBCXX	06-21-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-21-2018_HiSeq_ChIP_flowcellA_HJJCWBCXX_PE_Rapid.txt
B06PTABXX	06-03-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-03-2011_HiSeq_flowcellB_B06PTABXX_SR.txt
HLFJJBCXX	09-10-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-10-2018_HiSeq_ChIP_flowcellA_HLFJJBCXX_PE_Rapid.txt
4325FAAXX	02-04-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-04-2010_Sarah_flowcell_4325FAAXX_SR.txt
HLJYYBCXY	10-16-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-16-2018_HiSeq_ChIP_flowcellB_HLJYYBCXY_SR_Rapid.txt
HH7T3CBX2	07-23-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-23-2020_HiSeq_ChIP_flowcellB_HH7T3CBX2_PE_Rapid.txt
C51E8ACXX	10-01-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-01-2014_HiSeq_Fish_flowcellA_C51E8ACXX_SR.txt
HCVVNBCXX	11-06-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-06-2015_HiSeq_ChIP_flowcellA_HCVVNBCXX_PE_Rapid.txt
HKKK5BCXX	05-06-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-06-2016_HiSeq_ChIP_flowcellB_HKKK5BCXX_SR_Rapid.txt
HGL3KBBXX	12-21-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-21-2016_HiSeq_DIP_flowcellA_HGL3KBBXX_PE.txt
42VNMAAXX	09-08-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-08-2009_Sarah_flowcell_42VNMAAXX_SR.txt
C0BGKACXX	01-20-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-20-2012_HiSeq_ChIP_flowcellB_C0BGKACXX_SR.txt
H53JHBCXX	11-22-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-22-2016_HiSeq_ChIP_flowcellB_H53JHBCXX_PE_Rapid.txt
H53K7BCXX	11-22-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-22-2016_HiSeq_ChIP_flowcellA_H53K7BCXX_PE_Rapid.txt
43674AAXX	12-09-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-09-2009_Sarah_flowcell_43674AAXX_SR.txt
C4JNHACXX	04-07-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-07-2014_HiSeq_Fish_flowcellA_C4JNHACXX_SR.txt
H99W3ADXX	04-10-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-10-2014_HiSeq_ChIP_flowcellA_H99W3ADXX_PE_Rapid.txt
HHN2VBCXX	01-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2016_HiSeq_ChIP_flowcellB_HHN2VBCXX_PE_Rapid.txt
628RFAAXX	07-22-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-22-2010_Peter_flowcell_628RFAAXX_SR.txt
H7KE1ADXX	10-25-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-25-2013_HiSeq_ChIP_flowcellB_H7KE1ADXX_SR_Rapid.txt
HFN5TBCXX	04-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-20-2018_HiSeq_ChIP_flowcellA_HFN5TBCXX_PE_Rapid.txt
C2GN7ACXX	09-26-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-26-2013_HiSeq_Fish_flowcellB_C2GN7ACXX_SR.txt
HMHYYADXX	06-30-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-30-2015_HiSeq_ChIP_flowcellB_HMHYYADXX_SR_Rapid.txt
80N87AAXX	11-16-2010	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-16-2010_HiSeq_flowcellA_80N87AAXX_PE.txt
HVTW5ADXX	07-09-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-09-2015_HiSeq_ChIP_flowcellB_HVTW5ADXX_PE_Rapid.txt
621P6AAXX	06-07-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-07-2010_Sarah_flowcell_621P6AAXX_SR.txt
C2H61ACXX	01-30-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-30-2013_HiSeq_Fish_flowcellA_C2H61ACXX_SR.txt
HH72WBBXX	01-12-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2017_HiSeq_DIP_flowcellA_HH72WBBXX_PE.txt
